customer_id,fraud_timestamp,amount,fraud_type,previous_transactions,fraud_probability,actual_label
CUST0008721,2025-04-09 23:49:22+00:00,102.41,account_takeover,15,0.9982165098190308,1
CUST0008721,2025-04-27 21:41:25+00:00,108.26,account_takeover,16,0.9985324740409851,1
CUST0008721,2025-05-15 22:09:13+00:00,83.18,account_takeover,18,0.999022901058197,1
CUST0008721,2025-07-30 02:04:45+00:00,36.12,account_takeover,21,0.9990110397338867,1
CUST0008805,2025-09-08 16:10:24+00:00,2.27,card_testing,10,0.9988828301429749,1
CUST0008942,2025-08-04 05:09:22+00:00,1.27,card_testing,3,0.9990300536155701,1
CUST0009328,2025-07-09 19:36:53+00:00,3.05,card_testing,11,0.9990145564079285,1
CUST0009366,2024-12-21 03:01:40+00:00,2.3,card_testing,2,0.9903650283813477,1
CUST0009387,2024-12-15 18:24:13+00:00,2.33,card_testing,1,0.9976035952568054,1
CUST0009403,2025-09-14 05:48:01+00:00,14.33,geo_anomaly,8,0.3014075756072998,1
CUST0009494,2025-09-08 02:19:07+00:00,2.63,card_testing,12,0.9984584450721741,1
CUST0009545,2025-05-14 05:19:07+00:00,6.08,geo_anomaly,4,0.29361119866371155,1
CUST0009547,2025-04-09 22:37:31+00:00,1.95,card_testing,1,0.9990176558494568,1
CUST0009712,2025-09-01 17:21:30+00:00,1.87,card_testing,7,0.9990427494049072,1
CUST0009853,2025-05-02 05:39:40+00:00,1.9,card_testing,5,0.9990466833114624,1
CUST0009958,2025-04-06 22:31:34+00:00,30.06,money_laundering_ring,2,0.3877432346343994,1
CUST0010033,2024-11-05 19:47:36+00:00,13.87,account_takeover,1,0.36438658833503723,1
CUST0010033,2024-12-21 11:57:17+00:00,10.57,account_takeover,7,0.9957667589187622,1
CUST0010033,2024-12-28 12:06:38+00:00,11.03,account_takeover,8,0.996545135974884,1
CUST0010033,2025-07-07 17:18:21+00:00,11.45,account_takeover,16,0.9989562034606934,1
CUST0010033,2025-09-07 21:03:58+00:00,20.97,account_takeover,18,0.9990149736404419,1
CUST0010081,2025-08-31 08:37:43+00:00,45.02,geo_anomaly,11,0.2887456715106964,1
CUST0010083,2025-01-21 06:55:02+00:00,1.74,card_testing,5,0.9924229383468628,1
CUST0010119,2025-08-06 21:47:20+00:00,2.5,card_testing,3,0.9978422522544861,1
CUST0010274,2025-01-30 03:38:30+00:00,2.46,card_testing,4,0.9985926151275635,1
CUST0010288,2025-03-30 12:32:00+00:00,2.78,card_testing,4,0.9160016179084778,1
CUST0010433,2025-04-01 16:53:35+00:00,1.53,card_testing,4,0.9988594651222229,1
CUST0010451,2025-05-15 16:24:04+00:00,13.84,money_laundering_ring,5,0.3087560832500458,1
CUST0010472,2025-10-25 18:46:34+00:00,27.12,geo_anomaly,10,0.2954171299934387,1
CUST0010772,2024-12-29 13:46:13+00:00,11.24,account_takeover,3,0.7464135885238647,1
CUST0010772,2025-01-18 22:03:40+00:00,22.24,account_takeover,4,0.9746180772781372,1
CUST0010772,2025-01-27 00:17:57+00:00,34.04,account_takeover,5,0.9971697926521301,1
CUST0010772,2025-02-15 03:50:38+00:00,7.65,geo_anomaly,7,0.2817036807537079,1
CUST0010772,2025-02-24 09:31:30+00:00,6.69,account_takeover,8,0.9990335702896118,1
CUST0010772,2025-03-18 14:08:35+00:00,37.01,account_takeover,9,0.9990188479423523,1
CUST0010772,2025-09-17 02:57:48+00:00,12.76,account_takeover,16,0.9988951086997986,1
CUST0010774,2025-06-20 09:37:24+00:00,1.11,card_testing,11,0.9989466667175293,1
CUST0010775,2025-05-17 12:53:41+00:00,2.35,card_testing,1,0.997307538986206,1
CUST0010960,2025-02-15 05:56:32+00:00,2.14,card_testing,2,0.9989351630210876,1
CUST0011038,2024-12-21 02:36:20+00:00,3.18,card_testing,1,0.9933986067771912,1
CUST0011046,2025-02-18 22:21:12+00:00,1.45,card_testing,5,0.7772397398948669,1
CUST0011080,2025-05-04 12:45:15+00:00,1.34,card_testing,8,0.9984320998191833,1
CUST0011116,2024-12-26 23:44:48+00:00,1.94,card_testing,3,0.9353237748146057,1
CUST0011166,2025-03-22 01:52:31+00:00,1.44,card_testing,1,0.9989679455757141,1
CUST0011254,2025-10-18 04:10:06+00:00,5.11,geo_anomaly,11,0.2901079058647156,1
CUST0011484,2025-08-06 07:48:31+00:00,1.53,card_testing,12,0.9990495443344116,1
CUST0011487,2025-04-12 12:12:36+00:00,1.46,card_testing,3,0.9990062713623047,1
CUST0011597,2025-05-11 02:48:55+00:00,61.1,geo_anomaly,4,0.30391019582748413,1
CUST0011693,2024-12-21 02:16:05+00:00,262.81,account_takeover,2,0.5084441900253296,1
CUST0011693,2025-10-24 12:57:14+00:00,104.88,account_takeover,13,0.9967650175094604,1
CUST0011748,2025-05-04 01:48:50+00:00,1.2,card_testing,1,0.9990192651748657,1
CUST0011878,2025-06-08 05:11:20+00:00,1.85,card_testing,2,0.9990500807762146,1
CUST0011976,2025-07-16 20:52:44+00:00,1.5,card_testing,6,0.9990374445915222,1
CUST0012009,2025-09-04 23:57:02+00:00,1.12,card_testing,6,0.9990462064743042,1
CUST0012059,2025-07-11 15:18:13+00:00,38.72,geo_anomaly,10,0.29505741596221924,1
CUST0012095,2025-08-02 16:20:54+00:00,1.57,card_testing,15,0.9990577697753906,1
CUST0012316,2025-05-20 05:12:06+00:00,61.66,geo_anomaly,4,0.3026191294193268,1
CUST0012439,2025-07-25 17:01:38+00:00,2.6,card_testing,4,0.9990524649620056,1
CUST0012574,2025-08-26 00:55:11+00:00,3.93,card_testing,7,0.9990473985671997,1
CUST0012580,2025-09-09 09:28:17+00:00,25.62,geo_anomaly,6,0.2989322245121002,1
CUST0012716,2025-09-03 08:48:45+00:00,1.47,card_testing,7,0.9990338087081909,1
CUST0012733,2025-08-08 07:15:18+00:00,1.78,card_testing,8,0.9990537762641907,1
CUST0012769,2025-05-15 10:55:42+00:00,5.9,geo_anomaly,4,0.3348725438117981,1
CUST0012789,2025-06-30 19:24:57+00:00,4.34,card_testing,5,0.9990494847297668,1
CUST0012816,2025-09-16 03:06:44+00:00,30.38,geo_anomaly,11,0.29334959387779236,1
CUST0012863,2024-11-25 01:16:51+00:00,11.2,geo_anomaly,1,0.3140294849872589,1
CUST0012883,2024-11-22 11:55:07+00:00,2.82,card_testing,2,0.976651132106781,1
CUST0012952,2025-06-27 17:01:03+00:00,10.79,geo_anomaly,8,0.31855419278144836,1
CUST0012964,2025-06-11 00:03:40+00:00,94.06,account_takeover,4,0.35386714339256287,1
CUST0012964,2025-06-30 07:11:32+00:00,46.27,account_takeover,8,0.9899807572364807,1
CUST0012964,2025-07-21 12:42:42+00:00,11.95,account_takeover,9,0.9987688064575195,1
CUST0012964,2025-08-25 15:21:54+00:00,207.71,account_takeover,10,0.9952811002731323,1
CUST0012964,2025-10-22 23:18:57+00:00,207.09,account_takeover,13,0.9987735152244568,1
CUST0012991,2025-03-18 15:22:37+00:00,40.66,account_takeover,3,0.6924892663955688,1
CUST0012991,2025-06-08 13:21:56+00:00,72.07,account_takeover,6,0.9969797730445862,1
CUST0013316,2024-12-24 08:05:37+00:00,1.78,card_testing,2,0.997109055519104,1
CUST0013481,2025-07-18 04:36:28+00:00,1.64,card_testing,6,0.9989367723464966,1
CUST0013521,2025-08-22 20:05:35+00:00,1.57,card_testing,8,0.9989840984344482,1
CUST0013542,2025-08-27 01:20:25+00:00,39.95,geo_anomaly,3,0.2923424243927002,1
CUST0013623,2025-06-16 15:10:50+00:00,12.05,money_laundering_ring,6,0.2963896095752716,1
CUST0013951,2025-06-29 02:08:37+00:00,2.19,card_testing,9,0.9990552067756653,1
CUST0014111,2025-03-19 12:54:49+00:00,2.05,card_testing,2,0.9989616870880127,1
CUST0014221,2025-04-22 14:39:32+00:00,2.73,card_testing,3,0.9990451335906982,1
CUST0014230,2025-03-23 07:25:41+00:00,82.75,geo_anomaly,3,0.30052343010902405,1
CUST0014398,2024-12-12 05:55:32+00:00,1.81,card_testing,1,0.9611119031906128,1
CUST0014463,2025-09-26 22:13:09+00:00,11.54,geo_anomaly,3,0.33608824014663696,1
CUST0014501,2025-01-16 12:49:59+00:00,1.62,card_testing,2,0.9989469647407532,1
CUST0014518,2025-03-04 00:48:31+00:00,1.26,card_testing,4,0.9986480474472046,1
CUST0014574,2024-12-17 19:08:31+00:00,1.97,card_testing,3,0.9212176203727722,1
CUST0014829,2025-07-31 10:54:29+00:00,21.84,geo_anomaly,5,0.29904401302337646,1
CUST0014844,2025-06-06 22:34:37+00:00,37.57,money_laundering_ring,6,0.31321442127227783,1
CUST0014939,2025-04-10 01:59:15+00:00,58.9,geo_anomaly,3,0.3022395968437195,1
CUST0015062,2025-03-23 00:29:54+00:00,2.18,card_testing,3,0.9986147284507751,1
CUST0015180,2025-07-31 13:51:29+00:00,21.66,geo_anomaly,3,0.2963179051876068,1
CUST0015269,2025-09-03 04:15:37+00:00,2.66,geo_anomaly,12,0.28348618745803833,1
CUST0015300,2025-07-22 04:55:58+00:00,1.17,card_testing,4,0.9990472793579102,1
CUST0015321,2025-09-27 17:53:18+00:00,1.44,card_testing,11,0.999008297920227,1
CUST0015384,2024-12-29 00:09:40+00:00,50.33,geo_anomaly,2,0.3616439700126648,1
CUST0015420,2025-09-27 07:40:39+00:00,83.69,geo_anomaly,10,0.2862579822540283,1
CUST0015574,2025-05-19 10:35:02+00:00,1.84,card_testing,4,0.9989609122276306,1
CUST0015671,2025-10-15 00:46:54+00:00,1.94,card_testing,5,0.9990454316139221,1
CUST0015699,2025-09-29 20:59:31+00:00,2.68,card_testing,9,0.999038815498352,1
CUST0015714,2025-06-14 19:31:23+00:00,1.75,card_testing,4,0.9990041255950928,1
CUST0015756,2024-12-31 21:38:06+00:00,182.73,account_takeover,2,0.4122120440006256,1
CUST0015756,2025-03-25 06:39:47+00:00,187.04,account_takeover,7,0.996597170829773,1
CUST0015756,2025-06-01 17:00:24+00:00,103.37,account_takeover,10,0.9976643323898315,1
CUST0015782,2025-02-15 00:37:29+00:00,1.66,card_testing,2,0.9928730130195618,1
CUST0015891,2025-08-03 04:03:17+00:00,34.5,geo_anomaly,6,0.2944823205471039,1
CUST0015960,2025-04-08 01:41:38+00:00,1.24,card_testing,3,0.997962236404419,1
CUST0016087,2025-03-20 09:20:31+00:00,2.6,card_testing,3,0.9822176694869995,1
CUST0016172,2025-05-11 21:18:29+00:00,1.1,card_testing,5,0.9989355206489563,1
CUST0016239,2025-06-26 02:34:58+00:00,8.17,geo_anomaly,2,0.3325747549533844,1
CUST0016409,2025-09-16 08:48:36+00:00,1.72,card_testing,11,0.9990523457527161,1
CUST0016653,2025-01-12 22:19:35+00:00,2.11,card_testing,2,0.7079645991325378,1
CUST0016677,2025-09-01 15:40:48+00:00,16.82,geo_anomaly,3,0.29470014572143555,1
CUST0016756,2025-04-21 12:08:06+00:00,1.46,card_testing,3,0.9963862299919128,1
CUST0016767,2024-11-30 00:25:48+00:00,1.65,card_testing,1,0.7372960448265076,1
CUST0016801,2025-02-20 13:35:32+00:00,8.65,geo_anomaly,3,0.30223143100738525,1
CUST0016808,2025-03-14 11:49:01+00:00,1.43,card_testing,6,0.9675241112709045,1
CUST0016863,2025-07-09 13:25:41+00:00,2.13,card_testing,4,0.9990302920341492,1
CUST0016911,2025-06-30 13:27:39+00:00,1.78,card_testing,14,0.9989655017852783,1
CUST0016972,2025-06-11 00:23:32+00:00,2.01,card_testing,7,0.9987144470214844,1
CUST0017068,2025-07-05 17:43:52+00:00,16.53,money_laundering_ring,3,0.998559296131134,1
CUST0017094,2025-05-20 02:50:54+00:00,1.63,card_testing,7,0.9922838807106018,1
CUST0017114,2025-03-30 23:16:54+00:00,2.4,card_testing,5,0.988690197467804,1
CUST0017345,2025-05-07 16:40:22+00:00,2.6,card_testing,6,0.9990123510360718,1
CUST0017511,2025-04-28 07:42:53+00:00,1.04,card_testing,7,0.9981275200843811,1
CUST0017581,2025-02-02 01:28:15+00:00,18.74,account_takeover,3,0.9442651271820068,1
CUST0017581,2025-07-05 08:46:59+00:00,18.33,account_takeover,8,0.9987112879753113,1
CUST0017581,2025-08-05 14:59:49+00:00,14.19,account_takeover,9,0.9989848732948303,1
CUST0017581,2025-08-16 07:04:47+00:00,13.39,account_takeover,11,0.998826801776886,1
CUST0017820,2025-05-27 08:09:34+00:00,2.85,card_testing,9,0.9990140795707703,1
CUST0017839,2025-04-19 04:25:21+00:00,1.25,card_testing,3,0.9980964064598083,1
CUST0017971,2025-07-27 20:08:50+00:00,1.01,card_testing,8,0.9989216327667236,1
CUST0018491,2024-11-17 14:49:30+00:00,12.73,geo_anomaly,1,0.3299131989479065,1
CUST0018683,2025-05-09 07:19:11+00:00,1.46,card_testing,6,0.998582124710083,1
CUST0018705,2025-03-25 04:43:50+00:00,1.35,card_testing,2,0.9715281128883362,1
CUST0018828,2024-11-08 09:45:39+00:00,1.0,card_testing,1,0.8646045923233032,1
CUST0018911,2025-01-22 00:47:56+00:00,1.62,card_testing,1,0.9989752769470215,1
CUST0018911,2025-02-03 07:20:53+00:00,1.61,card_testing,5,0.9983833432197571,1
CUST0019023,2025-07-11 21:00:14+00:00,2.01,card_testing,7,0.9980299472808838,1
CUST0019031,2025-02-11 17:18:14+00:00,16.72,geo_anomaly,1,0.3050985038280487,1
CUST0019124,2025-03-24 16:21:45+00:00,181.2,geo_anomaly,6,0.3006095886230469,1
CUST0019125,2025-01-15 06:33:52+00:00,1.31,card_testing,2,0.9971359968185425,1
CUST0019153,2025-10-30 19:41:56+00:00,31.82,money_laundering_ring,10,0.31442826986312866,1
CUST0019162,2025-07-19 05:44:21+00:00,24.44,money_laundering_ring,6,0.42891380190849304,1
CUST0019210,2025-01-25 20:59:10+00:00,6.15,geo_anomaly,3,0.7978969216346741,1
CUST0019333,2025-07-16 07:06:56+00:00,2.67,card_testing,8,0.9990493059158325,1
CUST0019493,2025-03-05 16:05:20+00:00,1.44,geo_anomaly,4,0.2988596558570862,1
CUST0019601,2025-06-18 04:39:02+00:00,1.0,card_testing,8,0.9990429282188416,1
CUST0019618,2025-05-18 17:14:16+00:00,17.66,money_laundering_ring,7,0.3085942566394806,1
CUST0019623,2024-12-02 16:44:05+00:00,1.39,card_testing,1,0.3907737135887146,1
CUST0019968,2025-08-06 19:40:48+00:00,33.63,geo_anomaly,5,0.30186569690704346,1
CUST0019970,2025-06-23 23:31:40+00:00,1.36,card_testing,5,0.9984471201896667,1
CUST0020292,2025-03-05 20:11:55+00:00,3.18,card_testing,1,0.9990275502204895,1
CUST0020301,2025-05-26 09:18:41+00:00,142.41,geo_anomaly,7,0.29009610414505005,1
CUST0020322,2025-08-14 02:56:42+00:00,2.14,card_testing,5,0.9989977478981018,1
CUST0020350,2024-12-16 09:12:30+00:00,2.11,card_testing,1,0.9983497858047485,1
CUST0020484,2025-05-28 03:44:21+00:00,1.22,card_testing,2,0.9990508556365967,1
CUST0020509,2025-05-04 07:59:41+00:00,1.8,card_testing,5,0.9989762902259827,1
CUST0020736,2025-05-25 20:41:23+00:00,2.14,card_testing,6,0.9743491411209106,1
CUST0020775,2025-08-02 19:41:39+00:00,2.12,card_testing,9,0.9989135265350342,1
CUST0020794,2025-07-07 01:28:42+00:00,50.18,geo_anomaly,8,0.29439881443977356,1
CUST0020911,2025-03-13 16:26:55+00:00,7.81,geo_anomaly,3,0.3049097955226898,1
CUST0021303,2025-04-13 17:30:48+00:00,1.59,card_testing,6,0.998890221118927,1
CUST0021311,2025-04-17 22:37:38+00:00,1.49,card_testing,3,0.9990333318710327,1
CUST0021361,2025-10-23 23:37:48+00:00,22.25,geo_anomaly,13,0.28639957308769226,1
CUST0021426,2025-10-27 05:30:36+00:00,1.96,card_testing,8,0.9990518689155579,1
CUST0021437,2025-07-12 00:13:00+00:00,1.21,card_testing,6,0.9990551471710205,1
CUST0021483,2025-06-03 11:08:56+00:00,7.03,geo_anomaly,7,0.29476290941238403,1
CUST0021521,2025-07-28 04:36:56+00:00,20.44,money_laundering_ring,9,0.3035632073879242,1
CUST0021530,2025-01-04 13:16:19+00:00,1.38,card_testing,3,0.9591920375823975,1
CUST0021591,2025-03-14 11:29:29+00:00,1.47,card_testing,6,0.9508645534515381,1
CUST0021621,2025-01-23 18:34:28+00:00,1.45,card_testing,3,0.9986963272094727,1
CUST0021677,2025-03-25 10:32:06+00:00,73.12,geo_anomaly,7,0.29926133155822754,1
CUST0021695,2025-07-02 08:08:10+00:00,2.46,card_testing,8,0.9990547299385071,1
CUST0021748,2025-03-24 16:42:00+00:00,52.74,money_laundering_ring,8,0.30075183510780334,1
CUST0021868,2025-07-11 19:50:17+00:00,1.53,card_testing,3,0.9990081191062927,1
CUST0021991,2025-10-28 02:10:38+00:00,128.07,geo_anomaly,9,0.2966170310974121,1
CUST0022044,2025-09-27 20:38:09+00:00,16.47,geo_anomaly,3,0.30266061425209045,1
CUST0022103,2025-02-12 15:17:16+00:00,2.15,card_testing,3,0.9946212768554688,1
CUST0022374,2025-06-20 21:20:26+00:00,5.42,money_laundering_ring,11,0.2870523929595947,1
CUST0022467,2025-01-09 14:02:47+00:00,16.38,geo_anomaly,2,0.5305670499801636,1
CUST0022592,2025-03-26 03:52:30+00:00,1.32,card_testing,7,0.9990456700325012,1
CUST0022666,2025-05-27 23:50:48+00:00,1.76,card_testing,6,0.9922239184379578,1
CUST0022875,2025-10-01 21:48:21+00:00,1.89,card_testing,8,0.9988353252410889,1
CUST0022876,2025-03-06 02:03:58+00:00,25.8,money_laundering_ring,2,0.9116424918174744,1
CUST0023072,2025-07-23 06:29:28+00:00,1.0,card_testing,7,0.9990476369857788,1
CUST0023137,2025-10-26 11:59:22+00:00,67.66,geo_anomaly,9,0.29299843311309814,1
CUST0023147,2025-10-02 19:23:23+00:00,1.49,card_testing,17,0.9983522891998291,1
CUST0023157,2025-01-08 08:21:35+00:00,1.25,card_testing,2,0.9928045272827148,1
CUST0023259,2025-07-03 09:18:42+00:00,28.37,geo_anomaly,7,0.2927435338497162,1
CUST0023272,2025-05-19 01:27:05+00:00,1.16,card_testing,4,0.998970627784729,1
