customer_id,fraud_timestamp,amount,fraud_type,previous_transactions,fraud_probability
CUST0007286,2025-06-12 02:26:35+00:00,1.84,card_testing,8,0.29703089594841003
CUST0007314,2025-06-29 05:40:17+00:00,81.12,geo_anomaly,6,0.2997238337993622
CUST0007427,2025-07-18 03:42:33+00:00,1.25,card_testing,9,0.29817357659339905
CUST0007485,2025-08-12 12:57:34+00:00,48.17,money_laundering_ring,8,0.29685738682746887
CUST0007588,2025-02-15 18:38:25+00:00,1.04,card_testing,8,0.29950833320617676
CUST0007618,2025-05-25 05:41:17+00:00,2.09,card_testing,7,0.307125985622406
CUST0007620,2025-03-09 19:22:45+00:00,1.28,card_testing,3,0.3006366193294525
CUST0007731,2025-06-20 14:42:00+00:00,1.79,card_testing,8,0.3087954819202423
CUST0007732,2025-01-30 17:20:27+00:00,1.42,card_testing,6,0.3061404824256897
CUST0007773,2025-10-30 11:08:23+00:00,15.52,geo_anomaly,6,0.2965005338191986
CUST0007785,2025-07-10 18:29:49+00:00,14.11,account_takeover,7,0.2895578145980835
CUST0007785,2025-07-10 23:24:05+00:00,30.74,account_takeover,8,0.9943219423294067
CUST0008131,2025-03-25 10:33:36+00:00,16.56,geo_anomaly,3,0.3387424647808075
CUST0008183,2025-02-21 15:17:05+00:00,1.47,card_testing,5,0.30377665162086487
CUST0008201,2025-03-07 03:26:42+00:00,15.45,geo_anomaly,7,0.3097260892391205
CUST0008229,2025-02-14 07:56:59+00:00,34.75,geo_anomaly,2,0.3217076361179352
CUST0008246,2025-04-11 03:40:07+00:00,1.69,card_testing,5,0.30406829714775085
CUST0008289,2025-02-03 16:04:19+00:00,14.08,money_laundering_ring,4,0.9781204462051392
CUST0008451,2025-02-26 16:02:40+00:00,29.81,geo_anomaly,2,0.30029141902923584
CUST0008519,2025-05-10 00:33:59+00:00,1.15,card_testing,6,0.29677435755729675
CUST0008563,2025-02-26 18:31:36+00:00,2.08,card_testing,2,0.3066647946834564
CUST0008598,2025-06-24 09:39:12+00:00,1.8,card_testing,1,0.47874370217323303
CUST0008636,2025-04-20 15:42:20+00:00,2.47,card_testing,5,0.30118077993392944
CUST0008721,2024-12-08 06:34:20+00:00,57.67,account_takeover,2,0.3565572500228882
CUST0008721,2025-03-01 19:19:58+00:00,41.35,account_takeover,8,0.9920405745506287
CUST0008721,2025-04-09 23:49:22+00:00,102.41,account_takeover,15,0.28869542479515076
CUST0008721,2025-04-27 21:41:25+00:00,108.26,account_takeover,16,0.9982165098190308
CUST0008721,2025-05-15 22:09:13+00:00,83.18,account_takeover,18,0.99830162525177
CUST0008721,2025-07-30 02:04:45+00:00,36.12,account_takeover,21,0.27752381563186646
CUST0008805,2025-09-08 16:10:24+00:00,2.27,card_testing,10,0.3197818398475647
CUST0008942,2025-08-04 05:09:22+00:00,1.27,card_testing,3,0.30456119775772095
CUST0009328,2025-07-09 19:36:53+00:00,3.05,card_testing,11,0.28936055302619934
CUST0009366,2024-12-21 03:01:40+00:00,2.3,card_testing,2,0.36539125442504883
CUST0009387,2024-12-15 18:24:13+00:00,2.33,card_testing,1,0.36222314834594727
CUST0009403,2025-09-14 05:48:01+00:00,14.33,geo_anomaly,8,0.2972196042537689
CUST0009494,2025-09-08 02:19:07+00:00,2.63,card_testing,12,0.28639161586761475
CUST0009545,2025-05-14 05:19:07+00:00,6.08,geo_anomaly,4,0.30081725120544434
CUST0009547,2025-04-09 22:37:31+00:00,1.95,card_testing,1,0.3192952871322632
CUST0009712,2025-09-01 17:21:30+00:00,1.87,card_testing,7,0.30332648754119873
CUST0009853,2025-05-02 05:39:40+00:00,1.9,card_testing,5,0.30217617750167847
CUST0009958,2025-04-06 22:31:34+00:00,30.06,money_laundering_ring,2,0.30542686581611633
CUST0010033,2024-11-05 19:47:36+00:00,13.87,account_takeover,1,0.4158264994621277
CUST0010033,2024-12-21 11:57:17+00:00,10.57,account_takeover,7,0.30779990553855896
CUST0010033,2024-12-28 12:06:38+00:00,11.03,account_takeover,8,0.9957667589187622
CUST0010033,2025-07-07 17:18:21+00:00,11.45,account_takeover,16,0.286664754152298
CUST0010033,2025-09-07 21:03:58+00:00,20.97,account_takeover,18,0.27356743812561035
CUST0010081,2025-08-31 08:37:43+00:00,45.02,geo_anomaly,11,0.29000383615493774
CUST0010083,2025-01-21 06:55:02+00:00,1.74,card_testing,5,0.30821940302848816
CUST0010119,2025-08-06 21:47:20+00:00,2.5,card_testing,3,0.3012472689151764
CUST0010274,2025-01-30 03:38:30+00:00,2.46,card_testing,4,0.3023189604282379
CUST0010288,2025-03-30 12:32:00+00:00,2.78,card_testing,4,0.3005678653717041
CUST0010433,2025-04-01 16:53:35+00:00,1.53,card_testing,4,0.304069459438324
CUST0010451,2025-05-15 16:24:04+00:00,13.84,money_laundering_ring,5,0.2986513376235962
CUST0010472,2025-10-25 18:46:34+00:00,27.12,geo_anomaly,10,0.2931738793849945
CUST0010772,2024-12-29 13:46:13+00:00,11.24,account_takeover,3,0.32448911666870117
CUST0010772,2025-01-18 22:03:40+00:00,22.24,account_takeover,4,0.7464135885238647
CUST0010772,2025-01-27 00:17:57+00:00,34.04,account_takeover,5,0.9746180772781372
CUST0010772,2025-02-15 03:50:38+00:00,7.65,geo_anomaly,7,0.8600269556045532
CUST0010772,2025-02-24 09:31:30+00:00,6.69,account_takeover,8,0.2817036807537079
CUST0010772,2025-03-18 14:08:35+00:00,37.01,account_takeover,9,0.9990335702896118
CUST0010772,2025-09-17 02:57:48+00:00,12.76,account_takeover,16,0.28313180804252625
CUST0010774,2025-06-20 09:37:24+00:00,1.11,card_testing,11,0.29191136360168457
CUST0010775,2025-05-17 12:53:41+00:00,2.35,card_testing,1,0.3580697476863861
CUST0010960,2025-02-15 05:56:32+00:00,2.14,card_testing,2,0.30904141068458557
CUST0011038,2024-12-21 02:36:20+00:00,3.18,card_testing,1,0.33642882108688354
CUST0011046,2025-02-18 22:21:12+00:00,1.45,card_testing,5,0.30831843614578247
CUST0011080,2025-05-04 12:45:15+00:00,1.34,card_testing,8,0.29917898774147034
CUST0011116,2024-12-26 23:44:48+00:00,1.94,card_testing,3,0.30537480115890503
CUST0011166,2025-03-22 01:52:31+00:00,1.44,card_testing,1,0.35464367270469666
CUST0011254,2025-10-18 04:10:06+00:00,5.11,geo_anomaly,11,0.2956612706184387
CUST0011484,2025-08-06 07:48:31+00:00,1.53,card_testing,12,0.29240891337394714
CUST0011487,2025-04-12 12:12:36+00:00,1.46,card_testing,3,0.30079662799835205
CUST0011597,2025-05-11 02:48:55+00:00,61.1,geo_anomaly,4,0.3107752203941345
CUST0011693,2024-12-21 02:16:05+00:00,262.81,account_takeover,2,0.31369635462760925
CUST0011693,2025-10-24 12:57:14+00:00,104.88,account_takeover,13,0.29501232504844666
CUST0011748,2025-05-04 01:48:50+00:00,1.2,card_testing,1,0.33874788880348206
CUST0011878,2025-06-08 05:11:20+00:00,1.85,card_testing,2,0.2951633036136627
CUST0011976,2025-07-16 20:52:44+00:00,1.5,card_testing,6,0.2943689227104187
CUST0012009,2025-09-04 23:57:02+00:00,1.12,card_testing,6,0.2998912036418915
CUST0012059,2025-07-11 15:18:13+00:00,38.72,geo_anomaly,10,0.2976611852645874
CUST0012095,2025-08-02 16:20:54+00:00,1.57,card_testing,15,0.2780590355396271
CUST0012316,2025-05-20 05:12:06+00:00,61.66,geo_anomaly,4,0.305685430765152
CUST0012439,2025-07-25 17:01:38+00:00,2.6,card_testing,4,0.3003488779067993
CUST0012574,2025-08-26 00:55:11+00:00,3.93,card_testing,7,0.3014442026615143
CUST0012580,2025-09-09 09:28:17+00:00,25.62,geo_anomaly,6,0.3010850250720978
CUST0012716,2025-09-03 08:48:45+00:00,1.47,card_testing,7,0.2958380877971649
CUST0012733,2025-08-08 07:15:18+00:00,1.78,card_testing,8,0.2961790859699249
CUST0012769,2025-05-15 10:55:42+00:00,5.9,geo_anomaly,4,0.34087058901786804
CUST0012789,2025-06-30 19:24:57+00:00,4.34,card_testing,5,0.3049045503139496
CUST0012816,2025-09-16 03:06:44+00:00,30.38,geo_anomaly,11,0.28795015811920166
CUST0012863,2024-11-25 01:16:51+00:00,11.2,geo_anomaly,1,0.3369123935699463
CUST0012883,2024-11-22 11:55:07+00:00,2.82,card_testing,2,0.3744238317012787
CUST0012952,2025-06-27 17:01:03+00:00,10.79,geo_anomaly,8,0.2945501208305359
CUST0012964,2025-06-11 00:03:40+00:00,94.06,account_takeover,4,0.29538461565971375
CUST0012964,2025-06-30 07:11:32+00:00,46.27,account_takeover,8,0.292119562625885
CUST0012964,2025-07-21 12:42:42+00:00,11.95,account_takeover,9,0.9899807572364807
CUST0012964,2025-08-25 15:21:54+00:00,207.71,account_takeover,10,0.9987688064575195
CUST0012964,2025-10-22 23:18:57+00:00,207.09,account_takeover,13,0.28977757692337036
CUST0012991,2025-03-18 15:22:37+00:00,40.66,account_takeover,3,0.5275888442993164
CUST0012991,2025-06-08 13:21:56+00:00,72.07,account_takeover,6,0.2817605435848236
CUST0013316,2024-12-24 08:05:37+00:00,1.78,card_testing,2,0.47544845938682556
CUST0013481,2025-07-18 04:36:28+00:00,1.64,card_testing,6,0.29580405354499817
CUST0013521,2025-08-22 20:05:35+00:00,1.57,card_testing,8,0.2910597026348114
CUST0013542,2025-08-27 01:20:25+00:00,39.95,geo_anomaly,3,0.2932417094707489
CUST0013623,2025-06-16 15:10:50+00:00,12.05,money_laundering_ring,6,0.29424312710762024
CUST0013951,2025-06-29 02:08:37+00:00,2.19,card_testing,9,0.2953996956348419
CUST0014111,2025-03-19 12:54:49+00:00,2.05,card_testing,2,0.738566517829895
CUST0014221,2025-04-22 14:39:32+00:00,2.73,card_testing,3,0.34226182103157043
CUST0014230,2025-03-23 07:25:41+00:00,82.75,geo_anomaly,3,0.3017865717411041
CUST0014398,2024-12-12 05:55:32+00:00,1.81,card_testing,1,0.371048241853714
CUST0014463,2025-09-26 22:13:09+00:00,11.54,geo_anomaly,3,0.2907964289188385
CUST0014501,2025-01-16 12:49:59+00:00,1.62,card_testing,2,0.7229540944099426
CUST0014518,2025-03-04 00:48:31+00:00,1.26,card_testing,4,0.3068029582500458
CUST0014574,2024-12-17 19:08:31+00:00,1.97,card_testing,3,0.382290244102478
CUST0014829,2025-07-31 10:54:29+00:00,21.84,geo_anomaly,5,0.3014334738254547
CUST0014844,2025-06-06 22:34:37+00:00,37.57,money_laundering_ring,6,0.3002470135688782
CUST0014939,2025-04-10 01:59:15+00:00,58.9,geo_anomaly,3,0.30461910367012024
CUST0015062,2025-03-23 00:29:54+00:00,2.18,card_testing,3,0.2968701124191284
CUST0015180,2025-07-31 13:51:29+00:00,21.66,geo_anomaly,3,0.29466140270233154
CUST0015269,2025-09-03 04:15:37+00:00,2.66,geo_anomaly,12,0.28563740849494934
CUST0015300,2025-07-22 04:55:58+00:00,1.17,card_testing,4,0.3012218475341797
CUST0015321,2025-09-27 17:53:18+00:00,1.44,card_testing,11,0.29189327359199524
CUST0015384,2024-12-29 00:09:40+00:00,50.33,geo_anomaly,2,0.3049980700016022
CUST0015420,2025-09-27 07:40:39+00:00,83.69,geo_anomaly,10,0.2924140393733978
CUST0015574,2025-05-19 10:35:02+00:00,1.84,card_testing,4,0.3347279131412506
CUST0015671,2025-10-15 00:46:54+00:00,1.94,card_testing,5,0.2986327111721039
CUST0015699,2025-09-29 20:59:31+00:00,2.68,card_testing,9,0.29467666149139404
CUST0015714,2025-06-14 19:31:23+00:00,1.75,card_testing,4,0.30011895298957825
CUST0015756,2024-12-31 21:38:06+00:00,182.73,account_takeover,2,0.3225075304508209
CUST0015756,2025-03-25 06:39:47+00:00,187.04,account_takeover,7,0.30736809968948364
CUST0015756,2025-06-01 17:00:24+00:00,103.37,account_takeover,10,0.29155150055885315
CUST0015782,2025-02-15 00:37:29+00:00,1.66,card_testing,2,0.31140515208244324
CUST0015891,2025-08-03 04:03:17+00:00,34.5,geo_anomaly,6,0.30518025159835815
CUST0015960,2025-04-08 01:41:38+00:00,1.24,card_testing,3,0.3034718930721283
CUST0016087,2025-03-20 09:20:31+00:00,2.6,card_testing,3,0.29612666368484497
CUST0016172,2025-05-11 21:18:29+00:00,1.1,card_testing,5,0.3030408024787903
CUST0016239,2025-06-26 02:34:58+00:00,8.17,geo_anomaly,2,0.3698137402534485
CUST0016409,2025-09-16 08:48:36+00:00,1.72,card_testing,11,0.2947610020637512
CUST0016653,2025-01-12 22:19:35+00:00,2.11,card_testing,2,0.33074477314949036
CUST0016677,2025-09-01 15:40:48+00:00,16.82,geo_anomaly,3,0.33890002965927124
CUST0016756,2025-04-21 12:08:06+00:00,1.46,card_testing,3,0.30145761370658875
CUST0016767,2024-11-30 00:25:48+00:00,1.65,card_testing,1,0.33567094802856445
CUST0016801,2025-02-20 13:35:32+00:00,8.65,geo_anomaly,3,0.30354124307632446
CUST0016808,2025-03-14 11:49:01+00:00,1.43,card_testing,6,0.3036499321460724
CUST0016863,2025-07-09 13:25:41+00:00,2.13,card_testing,4,0.3333929777145386
CUST0016911,2025-06-30 13:27:39+00:00,1.78,card_testing,14,0.2857246398925781
CUST0016972,2025-06-11 00:23:32+00:00,2.01,card_testing,7,0.3050172030925751
CUST0017068,2025-07-05 17:43:52+00:00,16.53,money_laundering_ring,3,0.2972928285598755
CUST0017094,2025-05-20 02:50:54+00:00,1.63,card_testing,7,0.30054938793182373
CUST0017114,2025-03-30 23:16:54+00:00,2.4,card_testing,5,0.3022546172142029
CUST0017345,2025-05-07 16:40:22+00:00,2.6,card_testing,6,0.3024474084377289
CUST0017511,2025-04-28 07:42:53+00:00,1.04,card_testing,7,0.3001711368560791
CUST0017581,2025-02-02 01:28:15+00:00,18.74,account_takeover,3,0.29721033573150635
CUST0017581,2025-07-05 08:46:59+00:00,18.33,account_takeover,8,0.28206899762153625
CUST0017581,2025-08-05 14:59:49+00:00,14.19,account_takeover,9,0.9987112879753113
CUST0017581,2025-08-16 07:04:47+00:00,13.39,account_takeover,11,0.2898944616317749
CUST0017820,2025-05-27 08:09:34+00:00,2.85,card_testing,9,0.30004751682281494
CUST0017839,2025-04-19 04:25:21+00:00,1.25,card_testing,3,0.3060527443885803
CUST0017971,2025-07-27 20:08:50+00:00,1.01,card_testing,8,0.3002336919307709
CUST0018491,2024-11-17 14:49:30+00:00,12.73,geo_anomaly,1,0.5353853702545166
CUST0018683,2025-05-09 07:19:11+00:00,1.46,card_testing,6,0.3027498126029968
CUST0018705,2025-03-25 04:43:50+00:00,1.35,card_testing,2,0.30124109983444214
CUST0018828,2024-11-08 09:45:39+00:00,1.0,card_testing,1,0.3441542387008667
CUST0018911,2025-01-22 00:47:56+00:00,1.62,card_testing,1,0.3432605266571045
CUST0018911,2025-02-03 07:20:53+00:00,1.61,card_testing,5,0.9920731782913208
CUST0019023,2025-07-11 21:00:14+00:00,2.01,card_testing,7,0.3127985894680023
CUST0019031,2025-02-11 17:18:14+00:00,16.72,geo_anomaly,1,0.3210475444793701
CUST0019124,2025-03-24 16:21:45+00:00,181.2,geo_anomaly,6,0.30785641074180603
CUST0019125,2025-01-15 06:33:52+00:00,1.31,card_testing,2,0.3086547255516052
CUST0019153,2025-10-30 19:41:56+00:00,31.82,money_laundering_ring,10,0.29674017429351807
CUST0019162,2025-07-19 05:44:21+00:00,24.44,money_laundering_ring,6,0.3035201132297516
CUST0019210,2025-01-25 20:59:10+00:00,6.15,geo_anomaly,3,0.2972981929779053
CUST0019333,2025-07-16 07:06:56+00:00,2.67,card_testing,8,0.29341259598731995
CUST0019493,2025-03-05 16:05:20+00:00,1.44,geo_anomaly,4,0.30153587460517883
CUST0019601,2025-06-18 04:39:02+00:00,1.0,card_testing,8,0.2934422492980957
CUST0019618,2025-05-18 17:14:16+00:00,17.66,money_laundering_ring,7,0.2971770167350769
CUST0019623,2024-12-02 16:44:05+00:00,1.39,card_testing,1,0.33762162923812866
CUST0019968,2025-08-06 19:40:48+00:00,33.63,geo_anomaly,5,0.2995488941669464
CUST0019970,2025-06-23 23:31:40+00:00,1.36,card_testing,5,0.3023729920387268
CUST0020292,2025-03-05 20:11:55+00:00,3.18,card_testing,1,0.32090330123901367
CUST0020301,2025-05-26 09:18:41+00:00,142.41,geo_anomaly,7,0.2928597331047058
CUST0020322,2025-08-14 02:56:42+00:00,2.14,card_testing,5,0.30005884170532227
CUST0020350,2024-12-16 09:12:30+00:00,2.11,card_testing,1,0.3478349447250366
CUST0020484,2025-05-28 03:44:21+00:00,1.22,card_testing,2,0.29684191942214966
CUST0020509,2025-05-04 07:59:41+00:00,1.8,card_testing,5,0.29336634278297424
CUST0020736,2025-05-25 20:41:23+00:00,2.14,card_testing,6,0.29503384232521057
CUST0020775,2025-08-02 19:41:39+00:00,2.12,card_testing,9,0.2950551211833954
CUST0020794,2025-07-07 01:28:42+00:00,50.18,geo_anomaly,8,0.2972829341888428
CUST0020911,2025-03-13 16:26:55+00:00,7.81,geo_anomaly,3,0.3539141118526459
CUST0021303,2025-04-13 17:30:48+00:00,1.59,card_testing,6,0.9988890290260315
CUST0021311,2025-04-17 22:37:38+00:00,1.49,card_testing,3,0.3028636574745178
CUST0021361,2025-10-23 23:37:48+00:00,22.25,geo_anomaly,13,0.2863911986351013
CUST0021426,2025-10-27 05:30:36+00:00,1.96,card_testing,8,0.30345621705055237
CUST0021437,2025-07-12 00:13:00+00:00,1.21,card_testing,6,0.29623815417289734
CUST0021483,2025-06-03 11:08:56+00:00,7.03,geo_anomaly,7,0.2973500192165375
CUST0021521,2025-07-28 04:36:56+00:00,20.44,money_laundering_ring,9,0.29467901587486267
CUST0021530,2025-01-04 13:16:19+00:00,1.38,card_testing,3,0.3024287819862366
CUST0021591,2025-03-14 11:29:29+00:00,1.47,card_testing,6,0.3029625713825226
CUST0021621,2025-01-23 18:34:28+00:00,1.45,card_testing,3,0.3017441928386688
CUST0021677,2025-03-25 10:32:06+00:00,73.12,geo_anomaly,7,0.301860511302948
CUST0021695,2025-07-02 08:08:10+00:00,2.46,card_testing,8,0.29597827792167664
CUST0021748,2025-03-24 16:42:00+00:00,52.74,money_laundering_ring,8,0.29747796058654785
CUST0021868,2025-07-11 19:50:17+00:00,1.53,card_testing,3,0.2993149161338806
CUST0021991,2025-10-28 02:10:38+00:00,128.07,geo_anomaly,9,0.295210063457489
CUST0022044,2025-09-27 20:38:09+00:00,16.47,geo_anomaly,3,0.3247164487838745
CUST0022103,2025-02-12 15:17:16+00:00,2.15,card_testing,3,0.3348131775856018
CUST0022374,2025-06-20 21:20:26+00:00,5.42,money_laundering_ring,11,0.29058870673179626
CUST0022467,2025-01-09 14:02:47+00:00,16.38,geo_anomaly,2,0.325893372297287
CUST0022592,2025-03-26 03:52:30+00:00,1.32,card_testing,7,0.3020349442958832
CUST0022666,2025-05-27 23:50:48+00:00,1.76,card_testing,6,0.3045748472213745
CUST0022875,2025-10-01 21:48:21+00:00,1.89,card_testing,8,0.2854319214820862
CUST0022876,2025-03-06 02:03:58+00:00,25.8,money_laundering_ring,2,0.3935386538505554
CUST0023072,2025-07-23 06:29:28+00:00,1.0,card_testing,7,0.29712918400764465
CUST0023137,2025-10-26 11:59:22+00:00,67.66,geo_anomaly,9,0.2972794473171234
CUST0023147,2025-10-02 19:23:23+00:00,1.49,card_testing,17,0.2819026708602905
CUST0023157,2025-01-08 08:21:35+00:00,1.25,card_testing,2,0.3145418167114258
CUST0023259,2025-07-03 09:18:42+00:00,28.37,geo_anomaly,7,0.2941512167453766
CUST0023272,2025-05-19 01:27:05+00:00,1.16,card_testing,4,0.30064842104911804
CUST0023298,2025-08-24 21:24:27+00:00,19.46,money_laundering_ring,7,0.29636380076408386
CUST0023310,2025-08-28 09:24:43+00:00,2.56,card_testing,11,0.2915860712528229
CUST0023337,2025-07-12 22:46:57+00:00,8.65,account_takeover,6,0.2973678708076477
CUST0023337,2025-07-17 22:29:04+00:00,8.21,account_takeover,7,0.8794974088668823
CUST0023337,2025-09-17 22:13:54+00:00,47.6,account_takeover,10,0.2896746098995209
CUST0023365,2024-12-16 07:52:32+00:00,1.95,card_testing,1,0.33857041597366333
CUST0023467,2025-02-11 18:22:39+00:00,24.33,geo_anomaly,4,0.3013107180595398
CUST0023469,2025-03-13 17:55:03+00:00,1.42,card_testing,3,0.3129729628562927
CUST0023480,2025-08-12 23:14:23+00:00,76.87,geo_anomaly,4,0.30110791325569153
CUST0023640,2025-06-21 05:52:29+00:00,1.94,card_testing,7,0.2967558801174164
CUST0023679,2025-05-26 02:49:43+00:00,1.48,card_testing,6,0.2996966540813446
CUST0023724,2025-01-15 03:49:00+00:00,1.38,card_testing,1,0.3636341989040375
CUST0023735,2025-03-02 20:37:53+00:00,1.49,card_testing,3,0.30477115511894226
